app_id,sequence,label
benign082,android self-defined self-defined google java javax java android java android google android google self-defined android android self-defined java android xml java self-defined android self-defined android java java javax obfuscated java self-defined obfuscated java android xml java google java self-defined android java self-defined obfuscated obfuscated xml java obfuscated java android android java self-defined obfuscated java xml google android xml java apache xml android google google android self-defined java self-defined obfuscated obfuscated self-defined android java android obfuscated self-defined android java self-defined obfuscated obfuscated self-defined android java android java android google self-defined android java self-defined google java android java java xml,0
benign179,xml java java xml android self-defined android java android google java xml xml self-defined java javax google google android java self-defined obfuscated obfuscated obfuscated android android xml self-defined javax apache android java android google self-defined java android java google java self-defined android java self-defined android java android google android android java android google self-defined self-defined javax java android xml java google android android self-defined java javax android,0
malware157,xml obfuscated self-defined java self-defined android google java android xml google self-defined android java java android java self-defined obfuscated android self-defined android google java java android self-defined java self-defined self-defined java java xml android java self-defined obfuscated java java android xml java android google google java javax xml android java self-defined obfuscated self-defined java android xml java obfuscated self-defined google java java javax android java android google java android xml java java self-defined google android android google java android java android xml obfuscated android android xml xml android android java android xml java java obfuscated java android xml google android java xml,1
malware119,android xml android android java self-defined obfuscated self-defined android google java android java java android xml java xml apache java android google java android android java self-defined obfuscated java java xml apache xml obfuscated self-defined java android self-defined self-defined self-defined obfuscated android android java android google java android self-defined java android self-defined android java self-defined obfuscated java self-defined java android google java android self-defined google self-defined java javax java android java android google android android google self-defined java android self-defined android java javax android google java javax android google java android android java self-defined obfuscated obfuscated obfuscated javax java android self-defined java android xml android android android google java android java android xml java java android xml java java xml android xml apache self-defined android java android google java self-defined obfuscated obfuscated,1
malware207,self-defined android apache xml android android self-defined obfuscated obfuscated self-defined java android self-defined android google self-defined google obfuscated java java android self-defined google obfuscated obfuscated obfuscated android self-defined android android google java google self-defined android java java android android google java android self-defined xml java java android self-defined android java self-defined obfuscated self-defined android java android google android google android android xml android self-defined apache self-defined java android xml java android android java self-defined android java android self-defined self-defined android android java java android google self-defined android java self-defined obfuscated obfuscated self-defined android java apache android java self-defined obfuscated java java xml apache android java android google self-defined self-defined java android xml java android java android google self-defined android google java android google java java self-defined obfuscated java xml apache java android xml java,0
benign208,javax android java android android android java self-defined obfuscated self-defined javax self-defined android java self-defined obfuscated google java java javax java self-defined android java android self-defined java android java android google java google java android xml java self-defined self-defined java javax java java google google android xml java self-defined obfuscated android google java java java xml android android self-defined android java self-defined obfuscated javax xml android self-defined java self-defined java android xml java xml java xml apache xml self-defined android java xml java android android java xml android obfuscated obfuscated self-defined java java android self-defined java android java javax java android,0
benign061,javax xml apache java java java xml apache java apache java apache android android java android google java apache self-defined android android android java xml xml java java java java apache self-defined android android android self-defined java android java android google java self-defined android java self-defined android java android java self-defined obfuscated apache self-defined google android java javax java javax android java android xml java self-defined java java self-defined android self-defined java xml java javax android java javax xml android android java self-defined obfuscated java java self-defined android xml apache java android java android android android java android google android xml javax java xml apache xml apache xml apache android self-defined android self-defined java self-defined android java,0
malware175,android xml xml android android self-defined java self-defined android java android google self-defined xml apache java self-defined android self-defined obfuscated android java android java java self-defined android java self-defined obfuscated google java self-defined java java xml google self-defined java android self-defined google android google java android android google java android android google java javax android java android google self-defined java android java android google obfuscated java android xml java apache xml android java android self-defined obfuscated android self-defined android java java javax xml android google,1
benign158,android java java obfuscated self-defined android java java xml apache android xml java android apache android android javax java javax xml self-defined android java apache xml apache xml self-defined android java self-defined android android java java self-defined android java self-defined android java javax java android google android java android google java android self-defined java google android self-defined java self-defined self-defined android java self-defined java xml android java android xml java java self-defined android java android java android google google java android android self-defined java javax android java android google obfuscated obfuscated self-defined java self-defined android java,0
benign177,javax android self-defined self-defined self-defined android java android self-defined apache java android xml java java self-defined java android java android xml java google self-defined google android java self-defined android xml self-defined android java xml apache xml obfuscated self-defined android java android obfuscated java android xml java self-defined self-defined self-defined android java android java self-defined java java xml android self-defined self-defined google android java self-defined android java java,0
benign075,google self-defined android android java android google xml android xml apache java self-defined android java android android java self-defined obfuscated android android java android android android self-defined android java android android android android android java javax android java self-defined obfuscated self-defined android android self-defined obfuscated android android self-defined android java android google self-defined obfuscated android java android android xml self-defined android java java android xml java javax android java android google java self-defined android java javax android java google android self-defined android java java android xml java java xml apache xml apache xml java self-defined android self-defined android java java javax obfuscated,0
malware011,google self-defined google java android xml java java java java android xml java xml java android xml java javax android xml java java android xml android self-defined google self-defined android xml xml java android xml java android android xml android android google java android google android google java android java android google self-defined xml java self-defined self-defined android java google android obfuscated self-defined google java google android java java android self-defined google android self-defined java android java java java android xml java javax self-defined android google java android android android android java android self-defined android java android android google java self-defined java java xml google google self-defined self-defined android google android google android java android google java self-defined,1
malware099,android java android xml java self-defined android self-defined android java java self-defined android self-defined obfuscated android xml android xml java android self-defined self-defined android java android google self-defined android java google java self-defined google self-defined self-defined android java java android obfuscated android java java java android java self-defined obfuscated java java xml android google java android obfuscated java javax java java android self-defined javax android java java java apache xml google java java self-defined google apache android java android google android java android self-defined obfuscated java android android obfuscated java javax java android java javax self-defined self-defined google android xml android self-defined java java android self-defined java android xml java self-defined android,1
malware239,apache android self-defined self-defined android java self-defined android java android google self-defined java java self-defined self-defined google android xml java obfuscated android java java android java self-defined obfuscated android java javax self-defined android java google android java android google android xml apache xml apache android google self-defined android java android google self-defined android android google java android java android javax java java self-defined android java android google self-defined android java android self-defined android java android google java android javax java android xml java xml java android self-defined self-defined obfuscated java java android google android google java android xml xml android self-defined obfuscated java android java android google apache android java android google java android self-defined java android xml java java android self-defined xml,1
malware052,obfuscated self-defined google self-defined obfuscated android android self-defined obfuscated self-defined android android java android google self-defined android xml apache self-defined java self-defined android java javax android java javax android android javax android java java android self-defined self-defined android self-defined google java apache self-defined google android google android self-defined self-defined obfuscated java android android google java android android google java android android xml android java android google android,1
malware184,javax java xml android android java self-defined obfuscated self-defined apache android java google java java android xml java google self-defined android java self-defined obfuscated self-defined android google java android xml android java self-defined java android xml java self-defined google obfuscated android android xml java java java android self-defined java self-defined android android self-defined java android google java android google,1
benign191,google android javax java android xml java android xml google self-defined google google android java android xml java obfuscated android self-defined google android java apache java android java self-defined self-defined self-defined android java javax java android xml java android self-defined apache android apache self-defined javax java android android self-defined android java self-defined java java android self-defined java google self-defined obfuscated javax java android java self-defined obfuscated java self-defined self-defined obfuscated android java self-defined obfuscated self-defined android self-defined java self-defined android,0
benign078,javax self-defined android java self-defined android java java android xml java xml apache xml android android android java self-defined obfuscated android self-defined android java android java android google java android xml java android self-defined self-defined self-defined xml xml android self-defined java self-defined java xml android self-defined obfuscated android java self-defined android java,0
malware075,self-defined self-defined google self-defined self-defined self-defined java java android self-defined obfuscated android apache self-defined self-defined google android xml apache android java obfuscated android self-defined android xml self-defined java java xml java javax xml apache java apache android java self-defined obfuscated obfuscated self-defined android java android self-defined google android google android android self-defined java android xml java xml java android google android google javax android google java android android android java self-defined android xml apache self-defined android self-defined google google self-defined javax java java android self-defined xml android xml android android obfuscated obfuscated obfuscated obfuscated android java self-defined obfuscated java java android xml java xml apache self-defined self-defined self-defined android java java android xml java self-defined self-defined,1
benign091,java xml java android xml java self-defined obfuscated android java java android java self-defined obfuscated java javax xml android self-defined self-defined android java android xml android xml java google self-defined android java android google java android xml xml java android xml android android java self-defined obfuscated android self-defined java xml apache android self-defined android java,0
benign036,google android self-defined java javax xml apache java android google self-defined obfuscated android java android google xml android android self-defined java self-defined java android google javax android self-defined self-defined java android xml java java javax android java self-defined android java java xml apache self-defined java android xml self-defined self-defined google self-defined java self-defined java android self-defined java xml javax android google android java android google self-defined obfuscated android java self-defined obfuscated android android android self-defined java self-defined android java self-defined self-defined google,0
benign127,self-defined android java android google java android javax android self-defined android java apache java self-defined android java java xml android self-defined android java android android self-defined java javax android xml apache android self-defined android xml self-defined self-defined android self-defined android java android google java google android self-defined java xml java android xml java javax java android android self-defined java android self-defined java self-defined google android self-defined self-defined android,0
benign151,java android java android xml java self-defined google java xml java java xml android obfuscated obfuscated xml java android xml java android android self-defined self-defined android java android java javax android self-defined java xml java xml java java android xml java xml java android java android google self-defined android java javax java android android java android java android google self-defined google self-defined android xml android android google,0
malware131,self-defined obfuscated java android self-defined android xml android android java java self-defined java android xml java java android xml java apache xml apache java android xml java java android self-defined obfuscated android xml android android google java android android android java android google self-defined java java google android android java self-defined self-defined java java android self-defined java android xml java android xml apache self-defined google self-defined apache java android xml java self-defined android java android self-defined self-defined javax google android android java android google java android self-defined android google android android xml android java android google apache java android java android android google java android self-defined javax xml android google self-defined android self-defined obfuscated android java javax android,1
malware060,apache java java javax android self-defined android java javax java android self-defined android android android java android google android java self-defined android java javax xml android android google java android java java xml android google java android self-defined android java java android android obfuscated self-defined self-defined self-defined self-defined google self-defined android java android google android java android google java android android android xml apache java java android java self-defined obfuscated obfuscated java android google self-defined self-defined android java android android java self-defined obfuscated obfuscated self-defined android android xml self-defined android java javax java android xml java android google self-defined self-defined android java android google android java java javax xml android google java android android self-defined android java java java android self-defined java javax xml apache xml obfuscated android android java android google self-defined android java xml java android self-defined obfuscated self-defined java javax java xml xml android google java android java java android,0
malware105,java xml java java android xml java self-defined xml java java android self-defined java self-defined android java java obfuscated java self-defined google android java android google java android xml java xml android android android xml apache java javax xml android android java self-defined obfuscated java xml java java android xml java java android self-defined google java javax self-defined android java self-defined obfuscated self-defined xml apache google java xml android android google java android apache android google java android android apache self-defined apache xml java android javax android java self-defined obfuscated java javax java java android android google java android java android xml java javax java android java android android java xml java,1
malware230,xml apache android java android android self-defined java javax xml apache android java self-defined obfuscated android apache android google java android android xml java self-defined apache xml apache android self-defined apache java android google java android self-defined self-defined self-defined self-defined self-defined java android xml java apache java self-defined android java android self-defined android google self-defined obfuscated obfuscated obfuscated android android android self-defined android google java android android obfuscated android java xml apache self-defined java self-defined android java android java android java google android java android java self-defined self-defined self-defined android java self-defined javax apache xml java android xml java xml android java javax xml android java javax android google java google android google self-defined google xml apache self-defined java android google java android google java android obfuscated android google java,1
malware227,android google self-defined self-defined android java xml self-defined obfuscated java java android java java xml java java android self-defined obfuscated java android java xml java javax xml java javax xml java android xml java apache self-defined java android self-defined android java self-defined obfuscated javax self-defined android java android java android google java javax xml android self-defined java android java self-defined obfuscated java xml java apache java self-defined google android javax xml android java self-defined obfuscated android android java android self-defined self-defined obfuscated android android android java android self-defined self-defined google self-defined android java google javax,0
benign218,java self-defined android java android self-defined java java xml apache android self-defined java self-defined android java android self-defined java android android xml android android self-defined android self-defined android java self-defined obfuscated android android android android java self-defined obfuscated self-defined android java android java self-defined android java self-defined java obfuscated self-defined android java google self-defined java android xml java self-defined android java xml android java obfuscated self-defined android java self-defined obfuscated self-defined android self-defined java android java android google javax xml java java android xml java javax java self-defined obfuscated javax self-defined xml apache android self-defined android java google android java android google java java javax java javax java android self-defined self-defined android java apache android javax xml apache self-defined android java xml,0
benign232,xml android google android android android android java javax java android google java javax java javax java obfuscated self-defined android java android xml android java self-defined java self-defined android self-defined java java android xml java xml java javax android java self-defined android android javax java javax google xml android java android google android java javax java android xml java android xml java javax android android android android xml javax java android android java xml android self-defined android java java javax self-defined android java self-defined google android android self-defined android java android google self-defined android google self-defined google android google self-defined android java javax android xml android xml apache android self-defined android java android self-defined android java java javax android android java android google java xml android android java self-defined obfuscated self-defined java android xml java android google android javax android self-defined android java,0
malware097,android android java javax java javax java android xml java xml java obfuscated android java self-defined obfuscated android android java self-defined obfuscated java android xml java javax xml apache xml android google java xml obfuscated self-defined obfuscated apache java java java android self-defined java android google java google java google java android xml java java java android google self-defined self-defined obfuscated java java self-defined google android google self-defined android self-defined android java xml android java self-defined android java android java self-defined obfuscated android xml javax android java javax java self-defined android java self-defined obfuscated self-defined android apache self-defined self-defined self-defined java android xml java self-defined self-defined self-defined java self-defined google java android self-defined java java java android self-defined xml google obfuscated obfuscated obfuscated self-defined java java,1
benign211,google android java android xml java self-defined android java java java xml self-defined android java xml self-defined android java java java java javax android self-defined android self-defined java xml google apache java android xml java google self-defined google java self-defined self-defined java self-defined javax java java self-defined android google self-defined java self-defined java android google android self-defined self-defined java java obfuscated self-defined android android java self-defined obfuscated obfuscated java android xml java xml apache obfuscated obfuscated self-defined android google java java android android self-defined google self-defined obfuscated android self-defined java android java self-defined obfuscated java xml android android self-defined android java google android self-defined android java self-defined android java javax java android,0
benign165,self-defined java android xml java java self-defined android java self-defined google self-defined android java java android java self-defined obfuscated android xml android google self-defined android java android google self-defined android android apache xml android android self-defined java self-defined android xml self-defined android java android self-defined java xml apache android java javax xml self-defined self-defined self-defined google android java javax java javax java android xml java java xml apache java self-defined,0
malware195,android java self-defined android self-defined google self-defined google self-defined android java google android java android xml java javax java javax xml java android java android android android xml java java android xml apache self-defined java self-defined java self-defined obfuscated java self-defined self-defined android self-defined android java java android self-defined android google java android xml java android java android google java java android google java android self-defined android java google apache android self-defined google self-defined java javax android java self-defined obfuscated android java android google android self-defined java android self-defined google self-defined java javax xml java java android java self-defined obfuscated obfuscated java android self-defined android java self-defined obfuscated android android self-defined android java android java xml google google self-defined self-defined java android google android xml java xml java android self-defined android java android android android java self-defined obfuscated android java self-defined obfuscated android google android java android java self-defined obfuscated self-defined android java android,1
benign103,android apache android java self-defined obfuscated self-defined java self-defined android java android xml java java self-defined android java xml apache java obfuscated android java xml apache android java self-defined obfuscated self-defined self-defined android java android self-defined java xml java self-defined obfuscated self-defined self-defined self-defined java xml android self-defined java android xml self-defined obfuscated xml java self-defined android java xml android xml android self-defined google android xml javax android google java self-defined android java android google self-defined google java self-defined self-defined android java self-defined android,0
malware036,java android self-defined java android xml java xml java java android self-defined java android xml java javax java java android xml java apache self-defined android java java android self-defined android java java javax self-defined android java javax obfuscated self-defined obfuscated google self-defined obfuscated self-defined java self-defined apache xml android java javax xml android google java android java xml apache xml android java self-defined obfuscated self-defined java android self-defined android google java android android self-defined android java javax android self-defined android android google java android self-defined obfuscated java android xml java self-defined java android xml java android google android android java android google android xml java java android android obfuscated java android self-defined java self-defined obfuscated android java self-defined obfuscated obfuscated java android xml java self-defined android java self-defined self-defined self-defined android java javax xml android java self-defined obfuscated obfuscated android google android,1
malware118,self-defined obfuscated java java android java android self-defined android google java javax xml android java android google java android android google self-defined self-defined apache android java self-defined obfuscated android google java android java java java java android self-defined google self-defined self-defined self-defined java xml java java android java android google android google self-defined google apache java android java self-defined obfuscated self-defined java android xml obfuscated self-defined java android self-defined android apache self-defined java android self-defined self-defined google android java android self-defined java android xml java xml apache java,1
benign189,javax xml apache xml android self-defined java self-defined java java android xml java java android xml java java android android java java android xml apache android java android google java self-defined android java java xml android java android google java self-defined google self-defined self-defined android java xml android java android google self-defined android java android self-defined android java xml android self-defined java self-defined android java self-defined android java self-defined obfuscated self-defined android java java xml android android javax java android java,0
malware247,java self-defined java android self-defined self-defined google java java android google java android google android self-defined android java android xml java obfuscated android google java android java java android xml java xml android xml android google java android self-defined android java android java android google android java android google android self-defined self-defined android android self-defined java android xml java android,1
malware012,xml android xml self-defined java android xml java apache android java android java android google android java self-defined obfuscated android android java android google java android xml java self-defined android java android google javax self-defined obfuscated self-defined android java javax java apache java self-defined google java apache android google java android java android java self-defined obfuscated self-defined java android java javax android java self-defined obfuscated self-defined android self-defined obfuscated obfuscated android self-defined self-defined android google java self-defined self-defined obfuscated java self-defined java android java self-defined obfuscated java self-defined android java google self-defined android java android google android android java,1
benign207,obfuscated self-defined java android xml java android google apache self-defined google self-defined self-defined obfuscated javax java android self-defined google android self-defined java java android self-defined self-defined android java javax java javax java self-defined android self-defined android android self-defined self-defined android java android google self-defined java javax obfuscated android,0
malware028,android android google java google java android self-defined self-defined obfuscated java self-defined android java obfuscated self-defined obfuscated android google java android google java android java self-defined obfuscated java java android android xml android self-defined google self-defined android java java android google java javax java android self-defined google self-defined,1
malware224,self-defined java android xml java android java xml android java android google android self-defined obfuscated self-defined android google java self-defined obfuscated obfuscated apache android java xml apache java self-defined android java android google java android xml java self-defined google java java android android self-defined google java self-defined android java java android xml java self-defined android java self-defined obfuscated android java self-defined obfuscated obfuscated self-defined java javax android android java java android java android google java android java xml java java android obfuscated java android java self-defined obfuscated java self-defined java self-defined google android java android google android google java android self-defined obfuscated android obfuscated android google google self-defined android android google java android,1
malware111,google self-defined google android java self-defined obfuscated obfuscated xml android android java android google self-defined android android java android self-defined google android android android java self-defined java obfuscated self-defined self-defined obfuscated java android self-defined obfuscated java javax java android self-defined java android google google java android java java java java xml java javax java android xml java google android xml android java android xml java android xml java google java java self-defined google android xml android java self-defined obfuscated java self-defined obfuscated google java android self-defined self-defined obfuscated android java android google java self-defined google self-defined android java android java java xml java android xml java javax xml java xml android java obfuscated java java java android xml java javax android xml apache self-defined java xml apache xml,1
benign132,java google self-defined google android self-defined android java self-defined obfuscated android self-defined android java self-defined obfuscated self-defined android java xml android self-defined java android android xml apache xml android self-defined java self-defined self-defined android java self-defined android java java xml android java android google apache java android android java android google self-defined android java self-defined self-defined google self-defined java google self-defined java android xml java xml obfuscated google android android self-defined java obfuscated java xml android android self-defined self-defined android java java android java self-defined obfuscated java java android xml java javax java apache android java android xml java android xml self-defined android java self-defined self-defined java java android xml java self-defined self-defined google java java android self-defined java xml apache java java android xml java self-defined android java java self-defined java xml android xml java java android google java android java android google android android self-defined java self-defined android self-defined android java android android android google,0
benign098,obfuscated obfuscated javax javax java android apache android self-defined android java android google java android google self-defined android android android google self-defined obfuscated obfuscated java self-defined android google self-defined java javax xml self-defined android java android google android android self-defined xml google google self-defined google java xml google self-defined obfuscated android xml self-defined android java xml android java android google java self-defined android google java javax xml android android xml java android google apache self-defined google self-defined java obfuscated obfuscated java android java android google android google self-defined obfuscated self-defined java android xml java self-defined java android java self-defined android java java android xml java self-defined android java google self-defined self-defined obfuscated javax android,0
malware199,google self-defined obfuscated self-defined obfuscated self-defined java java xml obfuscated self-defined java self-defined android java java self-defined java android self-defined android google android google java android xml java self-defined android java javax java android xml java android xml java java java self-defined self-defined self-defined self-defined google java android google xml apache android obfuscated self-defined android java java android java android google self-defined android google java android xml java self-defined obfuscated apache android google java javax xml android java android google java android xml java android obfuscated obfuscated java android java android google java android self-defined self-defined google obfuscated,1
benign041,self-defined android android self-defined self-defined android java self-defined obfuscated java android xml java android java self-defined obfuscated self-defined java android google java xml android java self-defined android java xml apache xml java self-defined java android javax xml android android self-defined java self-defined java java android java android google java android xml java self-defined xml self-defined android java android google android java self-defined android java apache java self-defined android java android java self-defined obfuscated javax android google obfuscated java xml apache xml android self-defined java android xml apache self-defined android java java java javax self-defined android java java xml android google self-defined java self-defined java,0
malware125,android google self-defined self-defined obfuscated self-defined self-defined self-defined java android xml java xml apache self-defined obfuscated android google android java self-defined obfuscated java javax xml android android google java android self-defined android java self-defined obfuscated google android google java android java self-defined java java xml google android self-defined self-defined android java self-defined java java android xml java self-defined obfuscated android self-defined java android self-defined self-defined google android java self-defined obfuscated android android google java android java android google java android java android java android google java java android android java,1
malware095,java xml android self-defined android java xml apache java apache self-defined obfuscated android xml java self-defined android java self-defined google self-defined self-defined android android xml android java java android google java android self-defined android java self-defined self-defined google self-defined xml java android android android self-defined obfuscated self-defined android android java android google android java android google java android self-defined java java self-defined java java android self-defined android java javax android google android xml self-defined android android xml self-defined self-defined self-defined java self-defined android java xml apache android self-defined obfuscated obfuscated android android self-defined java self-defined javax java android xml java self-defined xml java android self-defined javax xml java self-defined self-defined android java java android xml java xml android self-defined obfuscated,1
benign054,java android java android self-defined java java self-defined java java android xml java self-defined android java xml apache android google java self-defined xml apache java java java self-defined obfuscated android java self-defined obfuscated self-defined self-defined android self-defined java self-defined google java javax xml java google self-defined android java javax google self-defined google java xml android java javax java android javax android java self-defined obfuscated obfuscated android self-defined android java self-defined java android java self-defined obfuscated google android google self-defined self-defined xml java java android android java self-defined obfuscated obfuscated obfuscated java javax xml apache android java xml android google self-defined google android obfuscated obfuscated,0
malware196,android apache xml apache java android self-defined self-defined apache android self-defined android android android google android android google android android java android google java android self-defined java android java self-defined obfuscated self-defined java self-defined android java java android xml java java android xml java self-defined java self-defined android java android google android self-defined obfuscated java android java xml apache xml android android android android obfuscated android self-defined java google android self-defined android android apache self-defined obfuscated self-defined self-defined android java android google java android android java self-defined obfuscated android google java android xml android java android java self-defined obfuscated java android self-defined obfuscated android self-defined android java android android java android self-defined google self-defined android android android,1
benign024,android java android self-defined android java xml self-defined google android self-defined java javax self-defined android java self-defined android java android self-defined android java google android self-defined self-defined java java javax android self-defined java android java android google java self-defined java apache self-defined android java android java self-defined obfuscated self-defined java xml java xml java self-defined android java java,0
benign099,android xml android self-defined android java android xml java self-defined obfuscated self-defined self-defined java apache java xml java self-defined android java self-defined google android android self-defined java javax javax xml obfuscated obfuscated android google xml java android xml java self-defined obfuscated java xml android xml java,0
benign092,xml android java self-defined obfuscated self-defined self-defined obfuscated obfuscated self-defined self-defined google xml android self-defined self-defined android java javax java self-defined android android apache self-defined javax self-defined google android self-defined self-defined android java self-defined xml android android java self-defined obfuscated self-defined javax java android xml java apache java android java android google android android google self-defined xml java android xml java java java android android xml android java xml java xml apache java java apache java apache android self-defined android java self-defined obfuscated javax xml apache xml apache java android xml java javax java xml xml android obfuscated android android android javax android self-defined android java apache obfuscated android android android self-defined android java self-defined android self-defined,0
benign050,apache self-defined java android java android google android self-defined java xml java self-defined obfuscated java javax xml java xml android google obfuscated java javax google self-defined google android java self-defined obfuscated java self-defined android java xml android android self-defined java android self-defined java android xml apache android,0
benign160,google android java android apache java android xml java google self-defined google self-defined android obfuscated obfuscated apache java xml apache java self-defined self-defined android java android google android java self-defined obfuscated android google android self-defined java java xml java android java javax android java android java self-defined obfuscated java java android xml java android google android android self-defined android java xml self-defined self-defined android android xml apache google self-defined java self-defined android google self-defined obfuscated obfuscated java android java android xml java android java android google java xml self-defined android java javax obfuscated android java self-defined obfuscated obfuscated java android xml android java obfuscated java java xml apache android java self-defined obfuscated java android java android,0
benign069,google self-defined java android self-defined java obfuscated self-defined android java android google self-defined android self-defined android xml javax xml android self-defined java self-defined android java self-defined self-defined android java javax java android android google google javax android self-defined google google google java xml android google android xml android self-defined android java java android java android google android java google self-defined java javax android self-defined android java google android self-defined java javax android android java self-defined obfuscated self-defined android xml java android java android google java xml android javax android self-defined self-defined google self-defined android java android google android xml android self-defined android self-defined java xml google self-defined android android java android google self-defined obfuscated self-defined obfuscated xml android java android google google android self-defined obfuscated,0
